Protein.Group,Genes,PG.MaxLFQ,CellType,Fraction,SampleName
P12931,SRC,4289.751953125,WO,3,WO_F3
Q8TAD2,IL17D,4017.164794921875,WO,4,WO_F4
Q9BSK2,SLC25A33,4948.857421875,EP,1,EP_F1
O60613,SELENOF,6515.1328125,EP,1,EP_F1
O60613,SELENOF,1638.218017578125,EP,2,EP_F2
O60613,SELENOF,4255.1220703125,WO,1,WO_F1
P20941,PDC,83267.6171875,EP,3,EP_F3
Q9NR09,BIRC6,4522.7880859375,EP,4,EP_F4
Q9H3S4,TPK1,1809.35302734375,EP,1,EP_F1
Q9H3S4,TPK1,60632.82421875,EP,2,EP_F2
Q9H3S4,TPK1,54860.8125,EP,3,EP_F3
Q9H3S4,TPK1,5108.5771484375,EP,4,EP_F4
Q9H3S4,TPK1,6208.0625,WO,2,WO_F2
Q9H3S4,TPK1,2807.27294921875,WO,3,WO_F3
Q7Z417,NUFIP2,3307.7255859375,EP,2,EP_F2
Q5T3F8,TMEM63B,8963.697265625,EP,3,EP_F3
Q8N556,AFAP1,17250.328125,EP,3,EP_F3
Q8N556,AFAP1,12996.6025390625,WO,3,WO_F3
Q96AC1,FERMT2,11015.2529296875,EP,4,EP_F4
Q96AC1,FERMT2,6571.32080078125,WO,3,WO_F3
O43396,TXNL1,50360.8828125,WO,1,WO_F1
Q07020,RPL18,288467.28125,WO,4,WO_F4
P35052,GPC1,4041.526123046875,WO,2,WO_F2
P35052,GPC1,5623.57373046875,WO,3,WO_F3
Q86WQ0,NR2C2AP,2026.4163818359375,EP,3,EP_F3
Q86WQ0,NR2C2AP,3750.891357421875,WO,1,WO_F1
Q86WQ0,NR2C2AP,4364.47314453125,WO,3,WO_F3
Q86WQ0,NR2C2AP,2730.325439453125,WO,4,WO_F4
P11586,MTHFD1,20714.7734375,WO,4,WO_F4
Q8TAD2,IL17D,5525.8603515625,WO,3,WO_F3
Q13610,PWP1,8333.8212890625,WO,2,WO_F2
Q05397,PTK2,4579.3876953125,EP,1,EP_F1
Q14689,DIP2A,4591.92626953125,WO,3,WO_F3
Q14689,DIP2A,2522.045654296875,WO,4,WO_F4
P53701,HCCS,8776.7392578125,WO,2,WO_F2
A6BM72,MEGF11,543.849853515625,EP,3,EP_F3
A6BM72,MEGF11,3125.956298828125,WO,3,WO_F3
Q6PIJ6,FBXO38,5058.97314453125,WO,1,WO_F1
P07602,PSAP,50156.9296875,WO,1,WO_F1
O00151,PDLIM1,21435.115234375,EP,4,EP_F4
O60281,ZNF292,1395.060302734375,EP,4,EP_F4
O00154,ACOT7,75069.8125,EP,1,EP_F1
O00154,ACOT7,32323.97265625,EP,2,EP_F2
O00154,ACOT7,24351.89453125,WO,1,WO_F1
Q8IU81,IRF2BP1,4180.50830078125,EP,2,EP_F2
O00519,FAAH,1134.3248291015625,EP,3,EP_F3
Q5T440,IBA57,7148.50634765625,EP,3,EP_F3
Q5T440,IBA57,5864.62109375,EP,4,EP_F4
P00734,F2,13216.1533203125,WO,2,WO_F2
P00734,F2,9999.525390625,WO,3,WO_F3
Q8NC42,RNF149,3271.469482421875,WO,2,WO_F2
Q15742,NAB2,5169.4462890625,EP,3,EP_F3
Q15742,NAB2,8068.38916015625,WO,3,WO_F3
Q15742,NAB2,3398.45166015625,WO,4,WO_F4
Q8NBM4,UBAC2,2229.836669921875,EP,2,EP_F2
Q8NBM4,UBAC2,123931.8671875,WO,2,WO_F2
Q8NBM4,UBAC2,11320.4208984375,WO,3,WO_F3
Q9UQ26,RIMS2,7751.72705078125,EP,2,EP_F2
P34949,MPI,11901.2978515625,WO,1,WO_F1
P34949,MPI,34343.94921875,EP,2,EP_F2
P34949,MPI,24657.375,WO,2,WO_F2
Q8N392,ARHGAP18,12978.296875,EP,3,EP_F3
Q8N392,ARHGAP18,5999.86669921875,WO,3,WO_F3
Q9H0A0,NAT10,3888.49462890625,WO,1,WO_F1
O15321,TM9SF1,8497.9970703125,EP,3,EP_F3
P07910,HNRNPC,883635.0625,EP,1,EP_F1
P07910,HNRNPC,1436647,EP,2,EP_F2
P07910,HNRNPC,1594681.75,EP,3,EP_F3
P07910,HNRNPC,1149436,WO,1,WO_F1
P07910,HNRNPC,2667603.75,WO,2,WO_F2
P07910,HNRNPC,1814735,WO,3,WO_F3
Q92733,PRCC,12666.298828125,WO,4,WO_F4
Q92733,PRCC,7252.318359375,WO,1,WO_F1
Q9NTN9,SEMA4G,1861.783203125,WO,2,WO_F2
Q9NTN9,SEMA4G,3093.473876953125,WO,3,WO_F3
P54886,ALDH18A1,21159.16796875,WO,2,WO_F2
Q9UMY4,SNX12,37145.72265625,WO,2,WO_F2
Q7Z2Z2,EFL1,2519.244873046875,WO,1,WO_F1
Q9H857,NT5DC2,27313.92578125,EP,3,EP_F3
Q9H857,NT5DC2,5660.9970703125,WO,3,WO_F3
Q9BXJ4,C1QTNF3,1154.5631103515625,EP,1,EP_F1
Q9BXJ4,C1QTNF3,19116.53515625,EP,2,EP_F2
Q9BXJ4,C1QTNF3,3580.985107421875,EP,4,EP_F4
Q9BXJ4,C1QTNF3,21250.802734375,WO,2,WO_F2
Q9BW62,KATNAL1,1547.6142578125,EP,3,EP_F3
Q14814,MEF2D,36197.8515625,WO,1,WO_F1
Q8IVW6,ARID3B,11657.6494140625,WO,3,WO_F3
O43719,HTATSF1,19856.224609375,EP,4,EP_F4
O43719,HTATSF1,12444.41015625,WO,4,WO_F4
Q7Z6K5,ARPIN,21788.77734375,EP,3,EP_F3
Q7Z6K5,ARPIN,18798.767578125,WO,1,WO_F1
Q7Z6K5,ARPIN,31783.15234375,WO,2,WO_F2
Q7Z6K5,ARPIN,89248.2421875,WO,3,WO_F3
Q7Z6K5,ARPIN,30590.791015625,WO,4,WO_F4
O43674,NDUFB5,19776.7265625,EP,3,EP_F3
O43674,NDUFB5,13825.5263671875,EP,4,EP_F4
O43674,NDUFB5,10760.0732421875,WO,4,WO_F4
Q9ULL5,PRR12,6846.427734375,WO,2,WO_F2
Q9ULL5,PRR12,5365.68310546875,WO,3,WO_F3
Q9NQ79,CRTAC1,6620.19970703125,EP,4,EP_F4
Q9NQ79,CRTAC1,7659.80029296875,WO,4,WO_F4
P62310,LSM3,17374.109375,EP,1,EP_F1
P62310,LSM3,7123.81494140625,EP,4,EP_F4
P62310,LSM3,12746.2763671875,WO,1,WO_F1
P62310,LSM3,2117.0732421875,WO,3,WO_F3
P62310,LSM3,6455.4853515625,WO,4,WO_F4
P63302,SELENOW,6595.72021484375,EP,1,EP_F1
P63302,SELENOW,9304.4775390625,WO,1,WO_F1
Q14699,RFTN1,17466.443359375,WO,2,WO_F2
Q8N1G2,CMTR1,5268.84375,WO,3,WO_F3
Q9NQT5,EXOSC3,5048.36328125,EP,3,EP_F3
Q9NQT5,EXOSC3,3163.098876953125,EP,4,EP_F4
Q9NQT5,EXOSC3,3898.11767578125,WO,4,WO_F4
P19021,PAM,1781.5472412109375,EP,3,EP_F3
P42858,HTT,3358.034423828125,EP,2,EP_F2
Q9H497,TOR3A,10300.103515625,EP,3,EP_F3
Q96KP1,EXOC2,39878.0390625,EP,2,EP_F2
Q96KP1,EXOC2,12697.4091796875,EP,3,EP_F3
Q96KP1,EXOC2,6860.79443359375,WO,2,WO_F2
P46778,RPL21,46126.83984375,EP,1,EP_F1
P46778,RPL21,139619.46875,EP,2,EP_F2
P46778,RPL21,110775.578125,WO,1,WO_F1
P46778,RPL21,232971.84375,WO,2,WO_F2
P46778,RPL21,87848.8828125,WO,3,WO_F3
Q96EL2,MRPS24,41772.625,EP,3,EP_F3
Q96EL2,MRPS24,9017.1875,WO,3,WO_F3
Q6UW56,ATRAID,43938.3359375,EP,3,EP_F3
Q6UW56,ATRAID,18016.33984375,WO,3,WO_F3
Q6UW56,ATRAID,7114.359375,WO,4,WO_F4
Q96JJ7,TMX3,8749.2666015625,WO,4,WO_F4
O14976,GAK,4106.2978515625,EP,4,EP_F4
Q9H467,CUEDC2,10483.5244140625,WO,4,WO_F4
Q13049,TRIM32,1222.235107421875,EP,1,EP_F1
Q9BY50,SEC11C,1045.731201171875,EP,2,EP_F2
Q9BY50,SEC11C,7475.48291015625,EP,3,EP_F3
Q9BY50,SEC11C,946.43096923828125,EP,4,EP_F4
P67812,SEC11A,25223.046875,EP,2,EP_F2
P67812,SEC11A,11219.2919921875,WO,1,WO_F1
P67812,SEC11A,5634.06982421875,WO,2,WO_F2
Q9Y680,FKBP7,43677.4921875,EP,3,EP_F3
P11586,MTHFD1,19571.95703125,WO,1,WO_F1
Q12899,TRIM26,5120.755859375,EP,1,EP_F1
Q12899,TRIM26,3087.157470703125,WO,1,WO_F1
Q96AT1,KIAA1143,26515.525390625,WO,1,WO_F1
Q96AT1,KIAA1143,19266.0390625,WO,2,WO_F2
Q96AT1,KIAA1143,24194.275390625,WO,3,WO_F3
Q9NRY4,ARHGAP35,618.12554931640625,WO,3,WO_F3
Q96QA5,GSDMA,6780.90478515625,EP,1,EP_F1
Q96QA5,GSDMA,6158.35302734375,EP,4,EP_F4
Q9BYD2,MRPL9,8563.466796875,EP,2,EP_F2
O76024,WFS1,4121.2509765625,EP,2,EP_F2
O76024,WFS1,4000.6142578125,WO,2,WO_F2
O76024,WFS1,2589.59033203125,EP,4,EP_F4
Q9BV57,ADI1,12494.45703125,WO,4,WO_F4
P62304,SNRPE,42393.99609375,EP,1,EP_F1
P62304,SNRPE,18793.048828125,EP,2,EP_F2
P62304,SNRPE,92711.625,EP,3,EP_F3
P62304,SNRPE,696269.625,EP,4,EP_F4
P62304,SNRPE,26826.2421875,WO,1,WO_F1
P62304,SNRPE,12497.2802734375,WO,2,WO_F2
P62304,SNRPE,246845.46875,WO,3,WO_F3
P62304,SNRPE,384915.59375,WO,4,WO_F4
Q8WXE9,STON2,6723.83447265625,EP,1,EP_F1
Q8WXE9,STON2,8068.787109375,EP,4,EP_F4
Q15061,WDR43,6692.10986328125,EP,2,EP_F2
Q15061,WDR43,11442.93359375,EP,3,EP_F3
Q15061,WDR43,2370.251220703125,EP,4,EP_F4
Q15061,WDR43,2718.170166015625,WO,3,WO_F3
Q6P4A8,PLBD1,20657.28515625,EP,2,EP_F2
Q6P4A8,PLBD1,8150.6279296875,EP,3,EP_F3
Q6P4A8,PLBD1,16031.3251953125,EP,4,EP_F4
Q6P4A8,PLBD1,4199.65478515625,WO,2,WO_F2
Q9P2N5,RBM27,2366.6640625,EP,4,EP_F4
P18065,IGFBP2,4822.18408203125,EP,3,EP_F3
Q96KG9,SCYL1,5844.56787109375,WO,1,WO_F1
Q96KG9,SCYL1,6458.568359375,WO,4,WO_F4
P02462,COL4A1,26298.2578125,EP,2,EP_F2
P02462,COL4A1,26440.3203125,WO,2,WO_F2
P26232,CTNNA2,43405.03125,EP,3,EP_F3
P26232,CTNNA2,14693.7724609375,EP,4,EP_F4
Q8TDJ6,DMXL2,12111.8642578125,EP,2,EP_F2
Q8TDJ6,DMXL2,7055.72802734375,WO,2,WO_F2
P22830,FECH,11969.05078125,WO,2,WO_F2
P22830,FECH,5381.42724609375,WO,3,WO_F3
P22830,FECH,4708.03759765625,WO,4,WO_F4
Q14050,COL9A3,9051.7412109375,EP,1,EP_F1
Q14050,COL9A3,4802.53369140625,EP,2,EP_F2
Q14050,COL9A3,43348.92578125,WO,1,WO_F1
Q14050,COL9A3,22254.158203125,WO,2,WO_F2
Q9BTV4,TMEM43,8807.7236328125,WO,1,WO_F1
O00264,PGRMC1,28519.5703125,EP,1,EP_F1
O00264,PGRMC1,43346.3984375,WO,1,WO_F1
Q8IXL6,FAM20C,610.215087890625,WO,3,WO_F3
Q8IXL6,FAM20C,1609.0009765625,WO,4,WO_F4
Q9NW82,WDR70,5772.6025390625,EP,3,EP_F3
Q9NW82,WDR70,3023.49658203125,EP,4,EP_F4
Q9H7Z3,NRDE2,0,EP,2,EP_F2
P09871,C1S,3807.111572265625,WO,1,WO_F1
P12111,COL6A3,14813.3486328125,EP,3,EP_F3
P12111,COL6A3,14193.072265625,EP,4,EP_F4
Q8IZL8,PELP1,2118.46044921875,EP,2,EP_F2
Q8IZL8,PELP1,2940.030517578125,WO,2,WO_F2
O43854,EDIL3,14851.3037109375,EP,1,EP_F1
O43854,EDIL3,12608.0439453125,EP,4,EP_F4
O43854,EDIL3,11817.3779296875,WO,1,WO_F1
O43854,EDIL3,9381.8115234375,WO,2,WO_F2
O43854,EDIL3,14202.728515625,WO,4,WO_F4
P20849,COL9A1,311077.1875,WO,2,WO_F2
A2RTX5,TARS3,2150.69775390625,EP,4,EP_F4
A2RTX5,TARS3,4289.5185546875,WO,3,WO_F3
Q5T013,HYI,3229.250732421875,EP,2,EP_F2
Q9Y4E8,USP15,20581.39453125,EP,4,EP_F4
Q9Y4E8,USP15,13036.4794921875,WO,3,WO_F3
Q16186,ADRM1,1090.8089599609375,EP,1,EP_F1
Q16186,ADRM1,2576.77685546875,WO,1,WO_F1
Q16186,ADRM1,18976.859375,WO,2,WO_F2
O14787,TNPO2,1526.6634521484375,EP,1,EP_F1
P26885,FKBP2,272842.90625,EP,1,EP_F1
P26885,FKBP2,92385.3515625,EP,2,EP_F2
P26885,FKBP2,217535.484375,EP,3,EP_F3
P26885,FKBP2,791825.9375,EP,4,EP_F4
P26885,FKBP2,800704.25,WO,1,WO_F1
P26885,FKBP2,323879.5,WO,2,WO_F2
P26885,FKBP2,317485.96875,WO,3,WO_F3
P26885,FKBP2,1584321.875,WO,4,WO_F4
Q01650,SLC7A5,1576.427001953125,EP,1,EP_F1
Q01650,SLC7A5,8890.2294921875,EP,3,EP_F3
Q01650,SLC7A5,2965.826416015625,EP,4,EP_F4
Q01650,SLC7A5,2787.697265625,WO,3,WO_F3
P49006,MARCKSL1,2586.672607421875,EP,1,EP_F1
P49006,MARCKSL1,50951.80859375,WO,2,WO_F2
P49006,MARCKSL1,12657.0478515625,WO,3,WO_F3
O00399,DCTN6,56313.34375,EP,2,EP_F2
O00399,DCTN6,15732.943359375,EP,3,EP_F3
O00399,DCTN6,28559.66015625,EP,4,EP_F4
O00399,DCTN6,6905.4931640625,WO,1,WO_F1
O00399,DCTN6,120006.0234375,WO,2,WO_F2
O00399,DCTN6,53479.984375,WO,3,WO_F3
O00399,DCTN6,53223.1484375,WO,4,WO_F4
Q96RK0,CIC,39385.1953125,EP,3,EP_F3
Q96RK0,CIC,24748.978515625,EP,4,EP_F4
Q9UBQ7,GRHPR,47966.62890625,EP,3,EP_F3
Q9UBQ7,GRHPR,39997.94140625,WO,3,WO_F3
Q99489,DDO,16036.6669921875,EP,2,EP_F2
Q99489,DDO,4298.63916015625,EP,3,EP_F3
Q99489,DDO,8772.7939453125,WO,2,WO_F2
Q99489,DDO,2100.362060546875,WO,3,WO_F3
Q32P28,P3H1,3074.842041015625,EP,1,EP_F1
O75368,SH3BGRL,65698.7890625,EP,3,EP_F3
O75368,SH3BGRL,47005.3359375,EP,4,EP_F4
Q04206,RELA,4721.79833984375,WO,3,WO_F3
Q9BSA4,TTYH2,3602.0078125,EP,4,EP_F4
Q96MG8,PCMTD1,2625.4638671875,EP,3,EP_F3
Q96MG8,PCMTD1,3927.345703125,WO,3,WO_F3
Q96MG8,PCMTD1,2855.887451171875,WO,4,WO_F4
P29966,MARCKS,31429.203125,WO,4,WO_F4
O60936,NOL3,9516.228515625,EP,2,EP_F2
O60936,NOL3,17398.84375,WO,2,WO_F2
O60936,NOL3,14490.4404296875,WO,3,WO_F3
Q9UHG2,PCSK1N,5570.31982421875,EP,2,EP_F2
Q9UHG2,PCSK1N,41567.75,WO,2,WO_F2
Q12899,TRIM26,9500.052734375,EP,4,EP_F4
Q9HBL7,PLGRKT,7506.60498046875,EP,1,EP_F1
Q9HBL7,PLGRKT,6329.32470703125,WO,1,WO_F1
Q15223,NECTIN1,2559.0595703125,WO,1,WO_F1
P01023,A2M,15195.8369140625,EP,2,EP_F2
P01023,A2M,18489.69921875,EP,3,EP_F3
P01023,A2M,33484.45703125,WO,3,WO_F3
P08123,COL1A2,71907.46875,EP,2,EP_F2
P12107,COL11A1,125580.2734375,EP,1,EP_F1
O75396,SEC22B,3511.61328125,EP,1,EP_F1
O75396,SEC22B,13703.0302734375,WO,1,WO_F1
Q8N2G6,ZCCHC24,20400.287109375,WO,2,WO_F2
Q8N2G6,ZCCHC24,6520.7080078125,WO,3,WO_F3
O94819,KBTBD11,37725.8984375,EP,2,EP_F2
O94819,KBTBD11,2169.34765625,EP,4,EP_F4
Q96KM6,ZNF512B,24574.685546875,EP,3,EP_F3
Q96H79,ZC3HAV1L,1099.8565673828125,EP,3,EP_F3
P18065,IGFBP2,1861.46435546875,EP,4,EP_F4
Q8IUX7,AEBP1,5463.18359375,EP,1,EP_F1
P43307,SSR1,13032.6669921875,EP,2,EP_F2
P43307,SSR1,7468.1513671875,EP,3,EP_F3
P43307,SSR1,3858.925537109375,EP,4,EP_F4
P43307,SSR1,10595.57421875,WO,1,WO_F1
P43307,SSR1,130173.8125,WO,2,WO_F2
Q5T5P2,KIAA1217,1908.5108642578125,EP,1,EP_F1
Q8IZ07,ANKRD13A,4879.98291015625,EP,3,EP_F3
P15289,ARSA,19721.76171875,WO,3,WO_F3
P15289,ARSA,20452.142578125,WO,4,WO_F4
P61923,COPZ1,4069.219482421875,WO,4,WO_F4
Q8NCB2,CAMKV,4095.40478515625,WO,1,WO_F1
O94916,NFAT5,1931.737060546875,EP,1,EP_F1
O94916,NFAT5,7656.79931640625,EP,2,EP_F2
O94916,NFAT5,30121.185546875,EP,3,EP_F3
O94916,NFAT5,8856.544921875,EP,4,EP_F4
O94916,NFAT5,5439.59326171875,WO,2,WO_F2
O94916,NFAT5,9580.6181640625,WO,3,WO_F3
P14210,HGF,8889.36328125,WO,4,WO_F4
O00308,WWP2,57540.55859375,EP,2,EP_F2
O00308,WWP2,14744.2705078125,WO,2,WO_F2
Q14061,COX17,30247.56640625,EP,2,EP_F2
Q14061,COX17,3365.95458984375,EP,3,EP_F3
Q14061,COX17,130458.0546875,WO,2,WO_F2
Q04323,UBXN1,115622.578125,WO,4,WO_F4
Q9Y6C9,MTCH2,3312.157958984375,WO,1,WO_F1
Q5U5Q3,MEX3C,3124.431640625,EP,3,EP_F3
Q5U5Q3,MEX3C,6878.2822265625,WO,3,WO_F3
Q3ZCW2,LGALSL,128583.6796875,EP,2,EP_F2
Q3ZCW2,LGALSL,13020.6904296875,EP,4,EP_F4
Q9Y646,CPQ,6099.7529296875,WO,1,WO_F1
O75970,MPDZ,4836.16552734375,EP,1,EP_F1
P78536,ADAM17,4736.158203125,EP,3,EP_F3
P78536,ADAM17,6751.6083984375,EP,4,EP_F4
P78536,ADAM17,4773.408203125,WO,3,WO_F3
P43146,DCC,8733.9453125,EP,2,EP_F2
Q9HBF4,ZFYVE1,22612.30078125,EP,2,EP_F2
Q9UNH6,SNX7,6479.51806640625,EP,2,EP_F2
Q9Y450,HBS1L,23209.158203125,EP,2,EP_F2
Q9Y450,HBS1L,4771.59326171875,WO,3,WO_F3
P41240,CSK,10556.4169921875,EP,4,EP_F4
Q09028,RBBP4,128140.671875,EP,4,EP_F4
Q09028,RBBP4,51404.23828125,WO,2,WO_F2
Q09028,RBBP4,54227.05859375,WO,3,WO_F3
Q09028,RBBP4,43293.80078125,WO,4,WO_F4
Q16576,RBBP7,28230.0078125,WO,2,WO_F2
Q16576,RBBP7,5105.45166015625,WO,4,WO_F4
Q96CN9,GCC1,7372.818359375,WO,1,WO_F1
O75306,NDUFS2,33724.890625,EP,4,EP_F4
O75306,NDUFS2,20824.0859375,WO,3,WO_F3
Q9UNW9,NOVA2,4213.6015625,WO,1,WO_F1
Q9UNW9,NOVA2,11509.48828125,WO,3,WO_F3
Q9NW82,WDR70,2370.498046875,EP,2,EP_F2
O75382,TRIM3,2734.676025390625,EP,1,EP_F1
O75382,TRIM3,3077.888427734375,EP,4,EP_F4
Q16666,IFI16,14863.912109375,EP,3,EP_F3
P52926,HMGA2,121345.7890625,WO,2,WO_F2
P52926,HMGA2,15943.9296875,WO,3,WO_F3
P52926,HMGA2,24086.359375,WO,4,WO_F4
P52926,HMGA2,3172.986572265625,EP,2,EP_F2
P52926,HMGA2,621.73895263671875,EP,3,EP_F3
P52926,HMGA2,21773.330078125,WO,1,WO_F1
Q9Y385,UBE2J1,4406.787109375,EP,2,EP_F2
Q9Y385,UBE2J1,7188.048828125,WO,2,WO_F2
Q9P013,CWC15,5364.28564453125,EP,2,EP_F2
Q13485,SMAD4,2316.573974609375,EP,2,EP_F2
Q13485,SMAD4,1657.4346923828125,WO,2,WO_F2
Q86YP4,GATAD2A,3487.843994140625,WO,2,WO_F2
P50548,ERF,2426.498291015625,WO,2,WO_F2
O75880,SCO1,17353.19921875,WO,4,WO_F4
P61086,UBE2K,122714.1640625,EP,2,EP_F2
P61086,UBE2K,18458.9453125,EP,3,EP_F3
P61086,UBE2K,80403.6640625,WO,2,WO_F2
P61086,UBE2K,11850.5234375,WO,3,WO_F3
P61086,UBE2K,11525.068359375,WO,4,WO_F4
Q8NHQ8,RASSF8,3359.1357421875,EP,2,EP_F2
Q8NHQ8,RASSF8,6718.25732421875,WO,2,WO_F2
Q8NFW1,COL22A1,2107.670166015625,WO,1,WO_F1
Q16513,PKN2,2849.37451171875,WO,3,WO_F3
O15530,PDPK1,5830.7529296875,WO,1,WO_F1
O15530,PDPK1,9198.0927734375,WO,2,WO_F2
O15530,PDPK1,2602.14453125,WO,3,WO_F3
O15530,PDPK1,4668.68603515625,WO,4,WO_F4
P61587,RND3,1505.2706298828125,EP,2,EP_F2
P33527,ABCC1,1464.4962158203125,EP,3,EP_F3
Q15532,SS18,3697.420654296875,EP,2,EP_F2
Q15532,SS18,4861.4853515625,WO,1,WO_F1
Q15532,SS18,18276.97265625,WO,2,WO_F2
Q15532,SS18,3215.705322265625,WO,3,WO_F3
Q15532,SS18,5416.4775390625,WO,4,WO_F4
P19086,GNAZ,5695.8544921875,EP,4,EP_F4
P42336,PIK3CA,9564.3974609375,EP,1,EP_F1
P68402,PAFAH1B2,45835.94921875,EP,2,EP_F2
P68402,PAFAH1B2,5549.31396484375,EP,3,EP_F3
P68402,PAFAH1B2,27746.439453125,WO,2,WO_F2
Q9HCU8,POLD4,500.64715576171875,WO,3,WO_F3
O43837,IDH3B,18175.462890625,WO,2,WO_F2
Q9NT22,EMILIN3,10365.6494140625,WO,1,WO_F1
Q96JB5,CDK5RAP3,5065.0439453125,EP,1,EP_F1
Q9ULD2,MTUS1,4061.560546875,WO,1,WO_F1
Q5T013,HYI,5590.2421875,EP,3,EP_F3
Q5T013,HYI,6669.5751953125,WO,3,WO_F3
Q8TCZ2,CD99L2,669.38385009765625,WO,1,WO_F1
Q9NVE5,USP40,6197.17138671875,WO,3,WO_F3
P08195,SLC3A2,4015.79931640625,EP,4,EP_F4
Q13614,MTMR2,7968.43310546875,EP,2,EP_F2
Q13614,MTMR2,20324.529296875,EP,3,EP_F3
Q9Y5Z7,HCFC2,1788.658203125,EP,1,EP_F1
Q9Y5Z7,HCFC2,2123.0556640625,EP,2,EP_F2
Q8WWZ7,ABCA5,14723.7353515625,EP,3,EP_F3
Q6P1M0,SLC27A4,6013.6015625,EP,1,EP_F1
Q6P1M0,SLC27A4,12678.9404296875,EP,2,EP_F2
Q6P1M0,SLC27A4,4242.810546875,WO,1,WO_F1
Q6P1M0,SLC27A4,6016.28173828125,WO,2,WO_F2
Q6PCB7,SLC27A1,4290.466796875,WO,2,WO_F2
Q2KHT3,CLEC16A,6846.28173828125,EP,2,EP_F2
Q2KHT3,CLEC16A,893.6800537109375,EP,3,EP_F3
Q2KHT3,CLEC16A,1152.1927490234375,WO,2,WO_F2
P30039,PBLD,4442.1826171875,EP,3,EP_F3
Q9HBH7,BEX1,0,WO,4,WO_F4
P57071,PRDM15,2439.681884765625,WO,1,WO_F1
O15372,EIF3H,16741.306640625,EP,1,EP_F1
O15372,EIF3H,10529.6494140625,WO,2,WO_F2
P78314,SH3BP2,5513.501953125,EP,2,EP_F2
P78314,SH3BP2,3400.1953125,WO,3,WO_F3
Q9UI15,TAGLN3,48697.49609375,WO,1,WO_F1
Q12841,FSTL1,20478.484375,EP,3,EP_F3
Q12841,FSTL1,11360.390625,EP,4,EP_F4
Q12841,FSTL1,18873.125,EP,2,EP_F2
P08572,COL4A2,43734.49609375,WO,2,WO_F2
Q15599,NHERF2,23459.013671875,WO,2,WO_F2
Q96MX3,ZNF48,0,EP,3,EP_F3
Q9NWT1,PAK1IP1,2235.296875,EP,2,EP_F2
Q9NWT1,PAK1IP1,1300.09814453125,WO,1,WO_F1
Q9NWT1,PAK1IP1,2095.382568359375,WO,3,WO_F3
Q9UEG4,ZNF629,4236.11083984375,WO,2,WO_F2
P11388,TOP2A,2787.265380859375,WO,3,WO_F3
Q08170,SRSF4,166385.765625,EP,1,EP_F1
Q08170,SRSF4,579393.25,WO,1,WO_F1
P02452,COL1A1,59692.9609375,WO,3,WO_F3
Q99496,RNF2,598.255126953125,EP,1,EP_F1
P62072,TIMM10,3157.54931640625,EP,1,EP_F1
P62072,TIMM10,3741.805908203125,WO,1,WO_F1
A6NDG6,PGP,43059.26171875,EP,2,EP_F2
A6NDG6,PGP,12515.31640625,EP,3,EP_F3
A6NDG6,PGP,2326.162353515625,EP,4,EP_F4
A6NDG6,PGP,11278.5986328125,WO,3,WO_F3
A6NDG6,PGP,2212.9404296875,WO,4,WO_F4
P78310,CXADR,53794.0546875,EP,3,EP_F3
P78310,CXADR,46369.51171875,WO,4,WO_F4
Q6GMV2,SMYD5,839.4822998046875,WO,2,WO_F2
Q13363,CTBP1,18812.70703125,EP,1,EP_F1
P63215,GNG3,8676.5322265625,WO,3,WO_F3
Q53H12,AGK,8164.73388671875,WO,4,WO_F4
Q9UPU5,USP24,9844.408203125,EP,2,EP_F2
Q9UPU5,USP24,5946.55126953125,WO,2,WO_F2
P48047,ATP5PO,65430.01953125,EP,3,EP_F3
P48047,ATP5PO,22201.59765625,WO,3,WO_F3
P27708,CAD,5961.1611328125,WO,2,WO_F2
O75177,SS18L1,13169.1904296875,WO,1,WO_F1
O75177,SS18L1,1284.2891845703125,WO,2,WO_F2
P62487,POLR2G,5307.62890625,EP,1,EP_F1
P62487,POLR2G,6429.36181640625,EP,2,EP_F2
P62487,POLR2G,37474.6796875,EP,3,EP_F3
P62487,POLR2G,10079.49609375,EP,4,EP_F4
P62487,POLR2G,4247.8525390625,WO,1,WO_F1
P62487,POLR2G,6096.125,WO,2,WO_F2
P62487,POLR2G,10840.388671875,WO,3,WO_F3
P62487,POLR2G,7446.0810546875,WO,4,WO_F4
Q9H0E9,BRD8,14393.2314453125,EP,2,EP_F2
Q9H0E9,BRD8,6810.9443359375,EP,3,EP_F3
Q9UBX3,SLC25A10,3638.415771484375,EP,3,EP_F3
Q4G0J3,LARP7,41609.109375,WO,2,WO_F2
P98175,RBM10,19722.88671875,EP,3,EP_F3
P07910,HNRNPC,902784.1875,EP,4,EP_F4
P07910,HNRNPC,2601113.5,WO,4,WO_F4
Q13595,TRA2A,41654.0390625,EP,1,EP_F1
Q13595,TRA2A,11073.5166015625,EP,2,EP_F2
Q13595,TRA2A,36241.36328125,EP,3,EP_F3
Q13595,TRA2A,341322.6875,WO,1,WO_F1
Q13595,TRA2A,45216.90625,WO,3,WO_F3
Q8N954,GPATCH11,23352.75,WO,4,WO_F4
Q86U42,PABPN1,142079.453125,EP,1,EP_F1
Q86U42,PABPN1,34825.61328125,EP,2,EP_F2
Q86U42,PABPN1,73450.65625,EP,3,EP_F3
Q86U42,PABPN1,164806,EP,4,EP_F4
Q86U42,PABPN1,56976.6328125,WO,1,WO_F1
Q86U42,PABPN1,22174.208984375,WO,2,WO_F2
