"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"SLIM2 GO BP","GO:0030705","cytoskeleton-dependent intracellular transport",146,20,3.571,1.9689,0.977,0.00261489413076139,2.58254588972477,1,0.0965311870932974,0.811003067592664,"NDEL1,HOOK2,BLOC1S5,RUFY3,CCDC88C,BORCS5,NDE1,TRAF3IP1,DYNC1I1,HOOK1,CCDC186,SPAST,BORCS6,WDR35,MAP1A,IFT74,LCA5,CCDC88A,KLC3,TANC2","17620,19885,18561,30285,19967,17950,17619,17861,2963,19884,24349,11233,25939,29250,6835,21424,31923,25523,20717,30212","cytoskeleton dependent intracellular transport","BLOC1S5;BORCS5;BORCS6;CCDC186;CCDC88A;CCDC88C;DYNC1I1;HOOK1;HOOK2;IFT74;KLC3;LCA5;MAP1A;NDE1;NDEL1;RUFY3;SPAST;TANC2;TRAF3IP1;WDR35",20
NA,"Direct GO Biological Processes","GO:0016477","cell migration",147,19,3.393,1.8578,0.894,0.00628938715261919,2.20139167080316,1,0.104588645725489,0.878697497387594,"APC,LIMA1,NDEL1,PTK2,CARMIL1,CD2AP,CEP85,ATN1,ERRFI1,PPP1R9B,WWC1,CCDC88A,SH3KBP1,PEAK1,PAK1,NDE1,PHLDB2,SPECC1L,SRGAP1","583,24636,17620,9611,21581,14258,25309,3033,18185,9298,29435,25523,13867,29431,8590,17619,29573,29022,17382","cell migration","APC;ATN1;CARMIL1;CCDC88A;CD2AP;CEP85;ERRFI1;LIMA1;NDE1;NDEL1;PAK1;PEAK1;PHLDB2;PPP1R9B;PTK2;SH3KBP1;SPECC1L;SRGAP1;WWC1",19
NA,"Direct GO Biological Processes","GO:0008104","protein localization",121,15,2.679,1.7818,0.833,0.0202915342015201,1.69268511560514,1,0.149872223279794,1,"SEPTIN9,PALM2AKAP2,ID4,CBY1,LATS1,CEP128,CEP250,ODF2,LATS2,CROCC,AMOT,SFN,MAPRE3,ITSN1,CCDC120","7323,33529,5363,1307,6514,20359,1859,8114,6515,21299,17810,10773,6892,6183,28910","protein localization","AMOT;CBY1;CCDC120;CEP128;CEP250;CROCC;ID4;ITSN1;LATS1;LATS2;MAPRE3;ODF2;PALM2AKAP2;SEPTIN9;SFN",15
NA,"Direct GO Biological Processes","GO:0090090","negative regulation of canonical Wnt signaling pathway",74,10,1.786,1.9423,0.958,0.0313691388845162,1.50349740297378,1,0.172838668706914,1,"LATS2,AMFR,NKD2,SOX13,DACT1,APC,CCDC88C,CBY1,LZTS2,LATS1","6515,463,17046,11192,17748,583,19967,1307,29381,6514","negative regulation of canonical wnt signaling pathway","AMFR;APC;CBY1;CCDC88C;DACT1;LATS1;LATS2;LZTS2;NKD2;SOX13",10
NA,"Direct GO Biological Processes","GO:0042742","defense response to bacterium",39,9,1.607,3.3169,1.73,0.00114895524929177,2.93969688633706,1,0.0599300881149668,0.503500337723615,"CEBPB,TAB3,TAB2,AKIRIN2,SFN,ZDHHC5,MAVS,MAP3K7,ANKRD17","1834,30681,17075,21407,10773,18472,29233,6859,23575","defense response to bacterium","AKIRIN2;ANKRD17;CEBPB;MAP3K7;MAVS;SFN;TAB2;TAB3;ZDHHC5",9
NA,"Direct GO Biological Processes","GO:0007249","canonical NF-kappaB signal transduction",38,8,1.429,3.0259,1.597,0.0039626591962619,2.40201327703431,1,0.0965311870932974,0.811003067592664,"TRAF7,AMFR,RIPK1,TAB3,BIRC2,TAB2,ABL1,MAP3K7","20456,463,10019,30681,590,17075,76,6859","canonical nf kappab signal transduction","ABL1;AMFR;BIRC2;MAP3K7;RIPK1;TAB2;TAB3;TRAF7",8
NA,"Direct GO Biological Processes","GO:0035329","hippo signaling",19,7,1.25,5.2954,2.405,0.00018305018853084,3.73742981948466,0.457625471327099,0.0163437668331107,0.137311530467984,"LATS2,YAP1,AMOT,TEAD3,WWC1,AMOTL1,LATS1","6515,16262,17810,11716,29435,17811,6514","hippo signaling","AMOT;AMOTL1;LATS1;LATS2;TEAD3;WWC1;YAP1",7
NA,"Direct GO Biological Processes","GO:0043547","positive regulation of GTPase activity",39,7,1.25,2.5798,1.367,0.0166236704321776,1.77927307968256,1,0.136707816054092,1,"USP6NL,SRGAP2,RAPGEF1,ARHGAP11A,NDEL1,EVI5,RALBP1","16858,19751,4568,15783,17620,3501,9841","positive regulation of gtpase activity","ARHGAP11A;EVI5;NDEL1;RALBP1;RAPGEF1;SRGAP2;USP6NL",7
NA,"Direct GO Biological Processes","GO:0051056","regulation of small GTPase mediated signal transduction",51,7,1.25,1.9728,0.98,0.0614264456303412,1.21164461389726,1,0.234452082558554,1,"AMOT,ARHGAP11A,PLEKHG3,RALBP1,PLEKHG1,ITSN1,SRGAP2","17810,15783,20364,9841,20884,6183,19751","regulation of small gtpase mediated signal transduction","AMOT;ARHGAP11A;ITSN1;PLEKHG1;PLEKHG3;RALBP1;SRGAP2",7
NA,"Direct GO Biological Processes","GO:0030178","negative regulation of Wnt signaling pathway",24,6,1.071,3.5933,1.845,0.00504072360675825,2.29750711516859,1,0.0965311870932974,0.811003067592664,"DACT1,VGLL4,LZTS2,CBY1,NKD2,APC","17748,28966,29381,1307,17046,583","negative regulation of wnt signaling pathway","APC;CBY1;DACT1;LZTS2;NKD2;VGLL4",6
